exp.name	strain	spore.strain	spore.species	dose	spores	fixing.date	slide	file	worm.number	area	percent.infected	area.infected	timepoint
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	12	45916.05	0	0	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	13	49679.73	13.6	6756.44328	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	14	34145.18	0	0	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	15	47455.32	2.44	1157.909808	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	16	37123.14	1.8	668.21652	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	17	45611.82	0	0	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	18	40186.85	37.14	14925.39609	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	19	39334.35	12.07	4747.656045	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	20	37745.61	29.09	10980.19795	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	21	55098.93	16.25	8953.576125	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	22	47499.02	8.45	4013.66719	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	23	43042.79	2.79	1200.893841	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	24	41614.82	9.2	3828.56344	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	25	48236.09	17.18	8286.960262	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	26	58047.21	15.1	8765.12871	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	27	50790.28	29.73	15099.95024	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	28	56230.92	0	0	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	29	55756.85	0	0	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	30	47986.28	9.84	4721.849952	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	31	63877.82	10.63	6790.212266	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	32	51127.49	22.62	11565.03824	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	N2.LUAm1.rep2	33	45474.14	7.97	3624.288958	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	1	55695.02	3.01	1676.420102	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	2	21232.42	0	0	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	3	47739.76	14.77	7051.162552	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	4	22382.55	47.67	10669.76159	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	5	20495.35	31.69	6494.976415	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	6	26140.46	29.82	7795.085172	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	7	46611.07	15.65	7294.632455	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	8	49938.61	8.99	4489.481039	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	9	43234.07	19.08	8249.060556	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	10	45609.35	13.07	5961.142045	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	11	19271.02	29.03	5594.377106	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	12	47087.61	13.5	6356.82735	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	13	52816.81	0.32	169.013792	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	14	52510.11	17.47	9173.516217	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	15	35662.19	29.43	10495.38252	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	16	44863.21	32.3	14490.81683	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	17	43901.06	0	0	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	18	30736.02	35.34	10862.10947	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	19	58125.54	7.87	4574.479998	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	20	19427.67	0	0	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	21	20298.3	75.23	15270.41109	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	22	30017.09	6.74	2023.151866	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	23	46434.64	10.53	4889.567592	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	24	35500.6	26.83	9524.81098	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	25	53172.98	0.03	15.951894	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	26	45203.71	3.52	1591.170592	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	27	21199.44	53.79	11403.17878	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	28	48626.89	32.82	15959.3453	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	29	56850.92	13.09	7441.785428	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	30	44169.83	11.21	4951.437943	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	31	50101.03	23.51	11778.75215	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	32	52730.24	19.82	10451.13357	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	33	21389.89	0	0	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	34	19951.2	29.04	5793.82848	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	35	62388.84	9.81	6120.345204	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	36	65060.1	2.22	1444.33422	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	37	37443.86	35.15	13161.51679	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	38	42322.21	0	0	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	39	25005.99	19.91	4978.692609	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	40	48070.37	7.65	3677.383305	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	41	49721.77	7.89	3923.047653	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	42	68120.51	0.01	6.812051	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	43	48522.18	0	0	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	44	21971.14	23.21	5099.501594	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	45	43064.23	12.12	5219.384676	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	46	67417.25	2.03	1368.570175	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	47	29485.31	30.47	8984.173957	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	48	24719.08	15.88	3925.389904	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	49	56050.36	0	0	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	50	48809.09	23.72	11577.51615	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	51	26297.1	2.43	639.01953	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	52	47319.29	3.23	1528.413067	72hpi
JU1400-LUAm1-1.8	JU1400	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	JU1400.LUAm1.rep2	53	75145.77	0	0	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	1	40756.55	14.35	5848.564925	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	2	32747.71	19.26	6307.208946	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	3	39002.09	8.19	3194.271171	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	4	30554.64	39.56	12087.41558	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	5	46138.65	2.94	1356.47631	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	6	40940.41	10.73	4392.905993	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	7	29381.42	32.68	9601.848056	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	8	38427.44	6.06	2328.702864	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	9	34845.15	45.5	15854.54325	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	10	33030.5	34.72	11468.1896	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	11	39775.44	21.74	8647.180656	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	12	37936.06	0	0	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	13	39847.17	23.22	9252.512874	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	14	41722	3.61	1506.1642	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	15	40045.04	65.45	26209.47868	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	16	65473.98	21.34	13972.14733	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	17	47066.18	7.22	3398.178196	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	18	58747.18	3.43	2015.028274	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	19	51626.29	15.73	8120.815417	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	20	45013.26	0	0	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	21	55536.72	14.54	8075.039088	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	22	38432.39	0	0	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	23	33711.51	8.09	2727.261159	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	24	40551.26	14.89	6038.082614	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	25	35315.09	0	0	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	26	39762.25	4.16	1654.1096	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	27	44387.49	5.06	2246.006994	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	28	64519.25	0.01	6.451925	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	29	60697.04	21.81	13238.02442	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	30	43874.68	6.07	2663.193076	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	31	43001.57	5.43	2334.985251	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	32	61097.73	0	0	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	33	56727.25	0	0	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	34	47390.19	0	0	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	35	48142.1	5.59	2691.14339	72hpi
AWR144-LUAm1-1.8	AWR144	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR144.LUAm1.rep2	36	51456.45	14.7	7564.09815	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	1	64841.62	0	0	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	2	49213.91	27.32	13445.24021	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	3	66060.18	6.65	4393.00197	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	4	50073.82	0.03	15.022146	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	5	58274.76	4.82	2808.843432	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	6	54091.43	18.38	9942.004834	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	7	44682.65	16.06	7176.03359	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	8	41206.71	22.58	9304.475118	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	9	48792.6	12.95	6318.6417	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	10	71063.03	0	0	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	11	49752.28	15.24	7582.247472	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	12	64821.83	4.37	2832.713971	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	13	64684.97	10.71	6927.760287	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	14	73757.37	0	0	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	15	51563.63	0	0	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	16	77343.79	17.92	13860.00717	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	17	73538.07	7.26	5338.863882	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	18	74697.26	0	0	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	19	55712.33	7.52	4189.567216	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	20	24314.27	89.68	21805.03734	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	21	66122.84	14.11	9329.932724	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	22	48050.59	43.7	20998.10783	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	23	66343.79	0.34	225.568886	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	24	66770.04	12.68	8466.441072	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	25	74980.05	0.56	419.88828	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	26	66266.29	0	0	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	27	63407.88	40.99	25990.89001	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	28	67521.13	0	0	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	29	48523	13.95	6768.9585	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	30	69122.24	6.91	4776.346784	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	31	42416.2	0	0	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	32	44119.54	0	0	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	33	71131.46	0.52	369.883592	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	34	55903.61	11.35	6345.059735	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	35	56681.08	17.19	9743.477652	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	36	69381.94	23.93	16603.09824	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	37	47029.9	24.46	11503.51354	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	38	81732.41	14.47	11826.67973	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	39	57183.17	27.44	15691.06185	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	40	56526.08	18.56	10491.24045	72hpi
AWR145-LUAm1-1.8	AWR145	LUAm1	N.ferruginous	pulse-72H	1.8	rep2	1	AWR145.LUAm1.rep2	41	61874.37	0	0	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep3	1	N2.LUAm1.rep3	1	63315.54	2.51	1589.220054	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep3	1	N2.LUAm1.rep3	2	65212.63	3.63	2367.218469	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep3	1	N2.LUAm1.rep3	3	58795.83	2.87	1687.440321	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep3	1	N2.LUAm1.rep3	4	71614.59	6.59	4719.401481	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep3	1	N2.LUAm1.rep3	5	45492.27	7.62	3466.510974	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep3	1	N2.LUAm1.rep3	6	53864.71	0.01	5.386471	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep3	1	N2.LUAm1.rep3	7	56054.48	8.41	4714.181768	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep3	1	N2.LUAm1.rep3	8	52395.51	16.17	8472.353967	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep3	1	N2.LUAm1.rep3	9	67813.81	3.79	2570.143399	72hpi
N2-LUAm1-1.8	N2	LUAm1	N.ferruginous	pulse-72H	1.8	rep3	1	N2.LUAm1.rep3	10	57625.09	16.03	9237.301927	72hpi
