worm.number,200707_N2_LUAm1_0M_72hpi,200707_N2_LUAm1_10M_72hpi,200707_JU1400_LUAm1_0M_72hpi,200707_JU1400_LUAm1_10M_72hpi,200707_ED3052A_LUAm1_0M_72hpi,200707_ED3052A_LUAm1_10M_72hpi,200707_ED3052B_LUAm1_0M_72hpi,200707_ED3052B_LUAm1_10M_72hpi,200707_MY1_LUAm1_0M_72hpi,200707_MY1_LUAm1_10M_72hpi,200707_N2_MAM1_4M_72hpi,200707_JU1400_MAM1_4M_72hpi,200707_N2_LUAm3_10M_72hpi,200707_JU1400_LUAm3_10M_72hpi,200707_N2_AWRm78_3.5M_72hpi,200707_JU1400_AWRm78_3.5M_72hpi,200707_N2_ERTm5_1.75M_72hpi,200707_N2_ERTm5_3.5M_72hpi,200707_JU1400_ERTm5_1.75M_72hpi,200707_JU1400_ERTm5_3.5M_72hpi,200707_MY1_ERTm5_1.75M_72hpi,200707_MY1_ERTm5_3.5M_72hpi,200714_N2_LUAm1_0M_72hpi,200714_N2_LUAm1_10M_72hpi,200714_JU1400_LUAm1_0M_72hpi,200714_JU1400_LUAm1_10M_72hpi,200714_ED3052A_LUAm1_0M_72hpi,200714_ED3052A_LUAm1_10M_72hpi,200714_ED3052B_LUAm1_0M_72hpi,200714_ED3052B_LUAm1_10M_72hpi,200714_MY1_LUAm1_0M_72hpi,200714_MY1_LUAm1_10M_72hpi,200714_N2_MAM1_4M_72hpi,200714_JU1400_MAM1_4M_72hpi,200714_N2_LUAm3_10M_72hpi,200714_JU1400_LUAm3_10M_72hpi,200714_N2_AWRm78_3.5M_72hpi,200714_JU1400_AWRm78_3.5M_72hpi,200714_N2_ERTm5_1.75M_72hpi,200714_N2_ERTm5_3.5M_72hpi,200714_JU1400_ERTm5_1.75M_72hpi,200714_JU1400_ERTm5_3.5M_72hpi,200714_MY1_ERTm5_1.75M_72hpi,200714_MY1_ERTm5_3.5M_72hpi,200714_N2_LUAm1_15M_72hpi,200714_JU1400_LUAm1_15M_72hpi,200714_ED3052A_LUAm1_15M_72hpi,200714_ED3052B_LUAm1_15M_72hpi,200714_MY1_LUAm1_15M_72hpi,200714_N2_MAM1_8M_72hpi,200714_JU1400_MAM1_8M_72hpi,200721_N2_LUAm1_0M_72hpi,200721_N2_LUAm1_10M_72hpi,200721_JU1400_LUAm1_0M_72hpi,200721_JU1400_LUAm1_10M_72hpi,200721_ED3052A_LUAm1_0M_72hpi,200721_ED3052A_LUAm1_10M_72hpi,200721_ED3052B_LUAm1_0M_72hpi,200721_ED3052B_LUAm1_10M_72hpi,200721_MY1_LUAm1_0M_72hpi,200721_MY1_LUAm1_10M_72hpi,200721_N2_MAM1_4M_72hpi,200721_JU1400_MAM1_4M_72hpi,200721_N2_LUAm3_10M_72hpi,200721_JU1400_LUAm3_10M_72hpi,200721_N2_AWRm78_3.5M_72hpi,200721_JU1400_AWRm78_3.5M_72hpi,200721_N2_ERTm5_1.75M_72hpi,200721_N2_ERTm5_3.5M_72hpi,200721_JU1400_ERTm5_1.75M_72hpi,200721_JU1400_ERTm5_3.5M_72hpi,200721_MY1_ERTm5_1.75M_72hpi,200721_MY1_ERTm5_3.5M_72hpi,200721_N2_MAM1_8M_72hpi,200721_JU1400_MAM1_8M_72hpi,200821_N2_LUAm1_0M_72hpi,200821_N2_LUAm1_10M_72hpi,200821_JU1400_LUAm1_0M_72hpi,200821_JU1400_LUAm1_10M_72hpi,200821_VC40171_LUAm1_0M_72hpi,200821_VC40171_LUAm1_10M_72hpi,200821_AWR144_LUAm1_0M_72hpi,200821_AWR144_LUAm1_10M_72hpi,200821_AWR145_LUAm1_0M_72hpi,200821_AWR145_LUAm1_10M_72hpi,200821_N2_LUAm1-HK_10M_72hpi,200821_JU1400_LUAm1-HK_10M_72hpi,200821_N2_LUAm1-sup_10M_72hpi,200821_JU1400_LUAm1-sup_10M_72hpi,200821_N2_LUAm1-pel_10M_72hpi,200821_JU1400_LUAm1-pel_10M_72hpi,200825_N2_LUAm1_0M_72hpi,200825_N2_LUAm1_10M_72hpi,200825_JU1400_LUAm1_0M_72hpi,200825_JU1400_LUAm1_10M_72hpi,200825_VC40171_LUAm1_0M_72hpi,200825_VC40171_LUAm1_10M_72hpi,200825_AWR144_LUAm1_0M_72hpi,200825_AWR144_LUAm1_10M_72hpi,200825_AWR145_LUAm1_0M_72hpi,200825_AWR145_LUAm1_10M_72hpi,200904_N2_LUAm1_0M_72hpi,200904_N2_LUAm1_10M_72hpi,200904_JU1400_LUAm1_0M_72hpi,200904_JU1400_LUAm1_10M_72hpi,200904_VC40171_LUAm1_0M_72hpi,200904_VC40171_LUAm1_10M_72hpi,200904_AWR144_LUAm1_0M_72hpi,200904_AWR144_LUAm1_10M_72hpi,200904_AWR145_LUAm1_0M_72hpi,200904_AWR145_LUAm1_10M_72hpi,200904_N2_ERTm5_3.5M_72hpi,200904_JU1400_ERTm5_3.5M_72hpi,200904_AWR144_ERTm5_3.5M_72hpi,200904_AWR145_ERTm5_3.5M_72hpi,200904_N2_ERTm5_0.875M_72hpi,200904_N2_ERTm5_0.35M_72hpi,200904_N2_ERTm5_0.2M_72hpi,200904_JU1400_ERTm5_0.875M_72hpi,200904_JU1400_ERTm5_0.35M_72hpi,200904_JU1400_ERTm5_0.2M_72hpi,200915_N2_ERTm5_0M_72hpi,200915_N2_ERTm5_3.5M_72hpi,200915_JU1400_ERTm5_0M_72hpi,200915_JU1400_ERTm5_3.5M_72hpi,200915_AWR144_ERTm5_0M_72hpi,200915_AWR144_ERTm5_3.5M_72hpi,200915_AWR145_ERTm5_0M_72hpi,200915_AWR145_ERTm5_3.5M_72hpi,200916_N2_ERTm5-96H_0M_96hpi,200916_N2_ERTm5-96H_1.75M_96hpi,200916_N2_ERTm5-96H_3.5M_96hpi,200916_JU1400_ERTm5-96H_0M_96hpi,200916_JU1400_ERTm5-96H_1.75M_96hpi,200916_JU1400_ERTm5-96H_3.5M_96hpi,200918_N2_ERTm5_0M_72hpi,200918_N2_ERTm5_3.5M_72hpi,200918_JU1400_ERTm5_0M_72hpi,200918_JU1400_ERTm5_3.5M_72hpi,200918_AWR144_ERTm5_0M_72hpi,200918_AWR144_ERTm5_3.5M_72hpi,200918_AWR145_ERTm5_0M_72hpi,200918_AWR145_ERTm5_3.5M_72hpi,191123_JU1400-cross_LUAm1_10M_72hpi,191123_MY1-cross_LUAm1_10M_72hpi,191123_ED3042-cross_LUAm1_10M_72hpi,191123_JU360-cross_LUAm1_10M_72hpi,191123_JU1400-MY1-cross_LUAm1_10M_72hpi,191123_ED3042-MY1-cross_LUAm1_10M_72hpi,191123_JU360-MY1-cross_LUAm1_10M_72hpi,191123_VC20019_LUAm1_10M_72hpi,191123_JU1400_LUAm1_10M_72hpi,191123_MY1_LUAm1_10M_72hpi,191123_ED3042_LUAm1_10M_72hpi,191123_JU360_LUAm1_10M_72hpi,191123_JU1400-cross_LUAm1_0M_72hpi,191123_MY1-cross_LUAm1_0M_72hpi,191123_ED3042-cross_LUAm1_0M_72hpi,191123_JU360-cross_LUAm1_0M_72hpi,191123_JU1400-MY1-cross_LUAm1_0M_72hpi,191123_ED3042-MY1-cross_LUAm1_0M_72hpi,191123_JU360-MY1-cross_LUAm1_0M_72hpi,191123_VC20019_LUAm1_0M_72hpi,191123_JU1400_LUAm1_0M_72hpi,191123_MY1_LUAm1_0M_72hpi,191123_ED3042_LUAm1_0M_72hpi,191123_JU360_LUAm1_0M_72hpi,200905_N2_ERTm5-96H_1.75M_96hpi,200905_N2_ERTm5-96H_3.5M_96hpi,200905_JU1400_ERTm5-96H_1.75M_96hpi,200905_JU1400_ERTm5-96H_3.5M_96hpi,200905_N2_ERTm5-96H_0M_96hpi,200905_JU1400_ERTm5-96H_0M_96hpi,190728_N2_ERTm5-96H_0M_96hpi,190728_N2_ERTm5-96H_1.75M_96hpi,190728_N2_ERTm5-96H_3.5M_96hpi,190728_JU1400_ERTm5-96H_0M_96hpi,190728_JU1400_ERTm5-96H_1.75M_96hpi,190728_JU1400_ERTm5-96H_3.5M_96hpi,190426_VC20019_LUAm1_0M_72hpi,190426_VC20019_LUAm1_10M_72hpi,190426_VC20019_LUAm1_20M_72hpi,190426_N2_LUAm1_0M_72hpi,190426_N2_LUAm1_10M_72hpi,190426_N2_LUAm1_20M_72hpi,190426_AB1_LUAm1_0M_72hpi,190426_AB1_LUAm1_10M_72hpi,190426_AB1_LUAm1_20M_72hpi,190426_JU397_LUAm1_0M_72hpi,190426_JU397_LUAm1_10M_72hpi,190426_JU397_LUAm1_20M_72hpi,190426_JU642_LUAm1_0M_72hpi,190426_JU642_LUAm1_10M_72hpi,190426_JU642_LUAm1_20M_72hpi,190426_MY6_LUAm1_0M_72hpi,190426_MY6_LUAm1_10M_72hpi,190426_MY6_LUAm1_20M_72hpi,190426_ED3042_LUAm1_0M_72hpi,190426_ED3042_LUAm1_10M_72hpi,190426_ED3042_LUAm1_20M_72hpi,190426_JU360_LUAm1_0M_72hpi,190426_JU360_LUAm1_10M_72hpi,190426_JU360_LUAm1_20M_72hpi,190426_JU1400_LUAm1_0M_72hpi,190426_JU1400_LUAm1_10M_72hpi,190426_JU1400_LUAm1_20M_72hpi,190426_MY1_LUAm1_0M_72hpi,190426_MY1_LUAm1_10M_72hpi,190426_MY1_LUAm1_20M_72hpi,190426_LUA1_LUAm1_0M_72hpi,190426_LUA1_LUAm1_10M_72hpi,190426_LUA1_LUAm1_20M_72hpi,190426_VC20019_ERTm5_0M_72hpi,190426_VC20019_ERTm5_1.75M_72hpi,190426_VC20019_ERTm5_3.5M_72hpi,190426_N2_ERTm5_0M_72hpi,190426_N2_ERTm5_1.75M_72hpi,190426_N2_ERTm5_3.5M_72hpi,190426_CB4856_ERTm5_0M_72hpi,190426_CB4856_ERTm5_1.75M_72hpi,190426_CB4856_ERTm5_3.5M_72hpi,190426_JU300_ERTm5_0M_72hpi,190426_JU300_ERTm5_1.75M_72hpi,190426_JU300_ERTm5_3.5M_72hpi,190426_JU1400_ERTm5_0M_72hpi,190426_JU1400_ERTm5_1.75M_72hpi,190426_JU1400_ERTm5_3.5M_72hpi,190426_MY2_ERTm5_0M_72hpi,190426_MY2_ERTm5_1.75M_72hpi,190426_MY2_ERTm5_3.5M_72hpi,190426_VC20019_ERTm2_0M_72hpi,190426_VC20019_ERTm2_0.5M_72hpi,190426_VC20019_ERTm2_1.5M_72hpi,190426_N2_ERTm2_0M_72hpi,190426_N2_ERTm2_0.5M_72hpi,190426_N2_ERTm2_1.5M_72hpi,190426_JU360_ERTm2_0M_72hpi,190426_JU360_ERTm2_0.5M_72hpi,190426_JU360_ERTm2_1.5M_72hpi,190426_MY2_ERTm2_0M_72hpi,190426_MY2_ERTm2_0.5M_72hpi,190426_MY2_ERTm2_1.5M_72hpi,190731_VC20019_ERTm1_0M_72hpi,190731_N2_ERTm1_0M_72hpi,190731_N2_ERTm1_0.75M_72hpi,190731_N2_ERTm1_1.5M_72hpi,190731_JU1400_ERTm1_0M_72hpi,190731_JU1400_ERTm1_0.75M_72hpi,190731_JU1400_ERTm1_1.5M_72hpi,190521_N2_ERTm1_0M_72hpi,190521_N2_ERTm1_0.75M_72hpi,190521_N2_ERTm1_1.5M_72hpi,190521_JU1400_ERTm1_0M_72hpi,190521_JU1400_ERTm1_0.75M_72hpi,190521_JU1400_ERTm1_1.5M_72hpi,210202_N2_ERTm1_1.25M_72hpi,210202_N2_ERTm2_1.25M_72hpi,210202_N2_ERTm5_1.25M_72hpi,210202_JU1400_ERTm1_1.25M_72hpi,210202_JU1400_ERTm2_1.25M_72hpi,210202_JU1400_ERTm5_1.25M_72hpi,210202_CB4856_ERTm1_1.25M_72hpi,210202_CB4856_ERTm2_1.25M_72hpi,210202_CB4856_ERTm5_1.25M_72hpi,220205_N2_ERTm5_0M_72hpi,220219_N2_ERTm5_0M_72hpi,220302_N2_ERTm5_0M_72hpi,220205_N2_ERTm5_1.75M_72hpi,220219_N2_ERTm5_1.75M_72hpi,220302_N2_ERTm5_1.75M_72hpi,220205_N2_ERTm5_3.5M_72hpi,220219_N2_ERTm5_3.5M_72hpi,220302_N2_ERTm5_3.5M_72hpi,220205_N2_ERTm5-96H_0M_96hpi,220219_N2_ERTm5-96H_0M_96hpi,220302_N2_ERTm5-96H_0M_96hpi,220205_N2_ERTm5-96H_1.75M_96hpi,220219_N2_ERTm5-96H_1.75M_96hpi,220302_N2_ERTm5-96H_1.75M_96hpi,220205_N2_ERTm5-96H_3.5M_96hpi,220219_N2_ERTm5-96H_3.5M_96hpi,220302_N2_ERTm5-96H_3.5M_96hpi,220205_JU1400_ERTm5_0M_72hpi,220219_JU1400_ERTm5_0M_72hpi,220302_JU1400_ERTm5_0M_72hpi,220205_JU1400_ERTm5_1.75M_72hpi,220219_JU1400_ERTm5_1.75M_72hpi,220302_JU1400_ERTm5_1.75M_72hpi,220205_JU1400_ERTm5_3.5M_72hpi,220219_JU1400_ERTm5_3.5M_72hpi,220302_JU1400_ERTm5_3.5M_72hpi,220205_JU1400_ERTm5-96H_0M_96hpi,220219_JU1400_ERTm5-96H_0M_96hpi,220302_JU1400_ERTm5-96H_0M_96hpi,220205_JU1400_ERTm5-96H_1.75M_96hpi,220219_JU1400_ERTm5-96H_1.75M_96hpi,220302_JU1400_ERTm5-96H_1.75M_96hpi,220205_JU1400_ERTm5-96H_3.5M_96hpi,220219_JU1400_ERTm5-96H_3.5M_96hpi,220302_JU1400_ERTm5-96H_3.5M_96hpi
1,0_0_18,0_1_7,0_0_10,0_1_0,0_0_12,0_1_0,0_0_5,0_1_9,0_0_11,0_1_0,0_1_15,1_1_2,0_1_27,0_1_0,1_1_15,0_1_0,1_1_9,1_1_1,0_0_3,0_0_10,0_1_10,0_1_10,0_0_11,0_1_11,0_0_8,0_0_0,0_0_8,0_1_0,0_0_18,0_1_5,0_0_6,0_1_0,0_1_10,0_1_0,0_1_9,0_1_0,1_1_9,0_1_11,1_1_16,1_1_9,0_0_10,0_0_3,0_1_9,0_1_9,NA,0_1_0,0_1_0,0_1_6,0_1_0,0_1_9,0_1_6,0_0_20,0_1_10,0_0_7,0_1_0,0_0_12,0_1_6,0_0_10,0_1_0,0_0_10,0_1_0,0_1_21,0_1_4,0_1_11,0_1_0,1_1_4,0_1_0,1_1_8,1_1_6,0_0_5,0_1_3,1_1_15,1_1_9,1_1_16,0_1_3,0_0_12,0_1_9,0_0_15,0_1_0,0_0_10,0_1_0,0_0_23,0_1_9,0_0_30,0_1_2,0_0_12,0_0_14,0_0_24,0_0_13,0_1_9,0_1_0,0_0_26,0_1_13,0_0_10,0_1_0,0_0_8,0_1_0,0_0_14,0_1_16,0_0_17,0_1_6,0_0_22,0_1_12,0_0_14,0_1_0,0_0_4,0_1_0,0_0_16,0_1_13,0_0_19,0_1_7,1_1_1,0_1_5,1_1_4,1_1_3,0_1_11,0_1_16,1_1_17,0_1_9,0_0_2,0_1_8,0_0_17,1_1_0,0_0_6,0_0_0,0_0_19,1_1_0,0_0_21,1_1_0,0_0_22,1_1_1,1_1_0,0_0_15,0_1_12,0_1_1,0_0_29,1_1_6,0_0_18,0_0_5,0_0_26,1_1_0,0_0_28,1_1_0,0_1_11,0_1_-1,0_1_0,0_1_-1,0_0_0,0_1_3,0_1_-1,0_1_0,0_1_0,0_1_0,0_1_0,0_1_0,NA,0_0_-1,0_0_-1,0_0_-1,0_0_-1,0_0_-1,0_0_-1,0_0_16,0_0_7,0_0_19,0_0_16,0_0_16,1_1_21,1_1_20,1_1_15,0_1_3,0_0_26,0_0_9,0_0_50,1_1_6,1_1_0,0_0_13,0_0_10,0_0_4,0_0_19,0_1_13,0_1_11,0_0_20,0_1_12,0_1_7,0_0_10,0_1_6,0_1_4,0_0_11,0_1_16,0_1_8,0_0_12,0_1_6,0_1_0,0_0_17,0_1_17,0_1_4,0_0_17,0_1_0,0_1_0,0_0_12,0_1_3,0_1_0,0_0_4,0_1_0,0_1_0,0_0_19,0_1_0,0_1_0,0_0_7,0_1_5,0_1_4,0_-1_10,1_-1_6,1_-1_0,0_-1_20,1_-1_0,1_-1_9,0_-1_19,0_-1_13,0_-1_2,0_-1_18,1_-1_8,1_-1_6,0_-1_6,0_-1_3,0_-1_3,0_-1_26,0_-1_18,1_-1_5,0_-1_16,1_-1_0,1_-1_0,0_-1_25,1_-1_11,0_-1_7,0_-1_20,0_-1_17,1_-1_1,0_-1_26,1_-1_19,1_-1_0,0_0_17,0_0_30,0_1_30,1_1_19,0_0_12,0_1_9,1_1_7,0_0_10,0_1_9,0_1_8,0_0_9,0_0_10,0_1_8,0_0_15,0_0_1,0_0_11,0_0_0,0_0_0,0_0_6,0_0_14,0_0_2,0_0_0,0_0_14,0_0_15,0_0_10,0_0_19,0_0_7,0_0_11,0_0_13,0_0_0,0_0_0,0_0_36,0_0_28,0_0_30,0_0_7,0_0_1,0_0_14,0_0_3,0_0_1,0_0_0,0_0_16,0_0_12,0_0_14,0_0_9,0_0_7,0_0_3,0_0_9,0_0_5,0_0_5,0_0_21,0_0_42,0_0_20,0_0_35,0_0_23,0_0_8,0_0_17,0_0_0,0_0_3
2,0_0_18,0_1_3,0_0_9,0_1_0,0_0_11,0_1_0,0_0_12,0_1_2,0_0_9,0_1_0,0_1_18,1_1_3,0_0_7,0_1_0,1_1_4,0_0_0,0_1_13,1_1_4,0_0_3,0_0_0,0_1_13,1_1_0,0_0_19,0_1_9,0_0_14,0_1_0,0_0_9,0_1_1,0_0_7,0_1_0,0_0_10,0_1_0,0_1_9,0_1_4,0_1_12,0_1_0,1_1_11,0_1_5,1_1_14,1_1_6,0_1_10,0_0_7,1_1_4,0_1_8,0_1_15,0_1_0,0_1_0,0_1_0,0_1_0,0_1_9,0_1_5,0_0_19,0_1_13,0_0_0,0_1_0,0_0_17,0_1_9,0_0_12,0_1_0,0_0_11,0_1_3,0_1_17,0_0_7,0_1_12,0_1_0,1_1_9,0_1_0,1_1_12,1_1_4,0_0_11,0_0_1,0_1_10,0_1_6,0_1_10,0_1_0,0_0_14,0_1_13,0_0_10,0_1_4,0_0_11,0_1_0,0_0_20,0_1_11,0_0_23,0_1_0,0_0_23,0_0_8,0_0_24,0_0_9,0_1_11,0_1_0,0_0_24,0_1_12,0_0_12,0_1_0,0_0_11,0_1_0,0_0_27,0_1_0,0_0_20,0_1_2,0_0_29,0_1_9,0_0_10,0_1_0,0_0_1,0_1_0,0_0_15,0_1_7,0_0_16,0_1_0,1_1_0,0_1_1,1_1_2,0_1_6,1_1_11,0_1_19,0_0_2,0_1_13,0_1_11,0_1_13,0_0_19,1_1_13,0_0_10,0_1_5,0_0_16,1_1_7,0_0_17,1_1_0,0_0_21,1_1_2,1_1_0,0_0_13,0_0_11,0_1_10,0_0_24,1_1_5,0_0_11,0_0_0,0_0_22,1_1_5,0_0_20,0_0_0,0_1_7,0_1_2,0_1_-1,0_1_-1,0_1_2,0_1_0,0_1_4,0_1_0,0_1_0,0_1_0,0_1_0,0_1_0,0_0_18,0_0_-1,0_0_10,0_0_-1,0_0_12,0_0_-1,0_0_-1,0_0_20,0_0_7,0_0_13,0_0_8,0_0_21,1_1_2,1_1_0,0_1_16,1_1_7,0_0_27,0_0_16,0_0_45,1_1_9,1_1_0,0_0_21,0_1_13,0_0_0,0_0_16,0_1_11,0_1_11,0_0_21,0_1_10,0_1_1,0_0_9,0_1_13,0_1_3,0_0_13,0_1_13,0_1_6,0_0_18,0_1_12,0_1_11,0_0_18,0_1_11,0_1_8,0_0_6,0_1_0,0_1_0,0_0_19,0_1_0,0_1_0,0_0_8,0_1_0,0_1_0,0_0_13,0_1_0,0_1_0,0_0_10,0_1_6,0_1_4,0_-1_14,0_-1_10,1_-1_0,0_-1_20,1_-1_7,1_-1_5,0_-1_23,0_-1_19,0_-1_20,0_-1_15,1_-1_9,1_-1_6,0_-1_6,0_-1_2,0_-1_3,0_-1_24,0_-1_23,1_-1_10,0_-1_13,1_-1_0,1_-1_0,0_-1_20,1_-1_12,1_-1_0,0_-1_19,1_-1_23,1_-1_3,0_-1_24,0_-1_16,1_-1_0,0_0_27,0_0_25,0_1_22,1_1_22,0_0_8,0_0_7,0_1_10,0_0_16,0_1_16,0_1_1,0_0_10,0_1_4,0_1_0,0_0_18,0_0_2,0_0_16,0_0_0,0_0_0,0_0_0,0_0_15,0_0_0,0_0_0,0_0_15,0_0_15,0_0_12,0_0_15,0_0_9,0_0_6,0_0_12,0_0_0,0_0_0,0_0_37,0_0_10,0_0_27,0_0_2,0_0_3,0_0_8,0_0_2,0_0_0,0_0_0,0_0_21,0_0_11,0_0_6,0_0_8,0_0_7,0_0_3,0_0_9,0_0_5,0_0_5,0_0_6,0_0_34,0_0_11,0_0_25,0_0_22,0_0_3,0_0_39,0_0_10,0_0_4
3,0_0_9,0_1_10,0_0_13,0_1_0,0_0_14,0_1_1,0_0_11,0_1_4,0_0_10,0_1_1,0_1_15,0_0_8,0_1_16,0_1_0,1_1_23,0_1_3,0_1_0,0_1_12,0_0_5,0_0_3,0_1_14,0_1_12,0_0_13,0_1_4,0_0_4,0_1_0,0_0_6,0_1_0,0_0_13,0_1_3,0_0_23,0_1_0,0_1_18,0_1_5,0_1_12,0_1_0,1_1_11,0_1_4,1_1_15,1_1_11,0_1_8,0_0_4,0_1_14,1_1_15,0_1_10,0_1_0,0_1_4,0_1_0,0_1_0,0_1_15,0_1_4,0_0_16,0_1_11,0_0_10,0_1_0,0_0_13,0_1_5,0_0_9,0_1_0,0_0_8,0_1_0,0_1_17,0_1_5,0_1_8,0_1_0,1_1_12,0_1_4,1_1_12,1_1_1,1_1_7,0_1_2,1_1_20,0_1_12,0_1_18,1_1_3,0_0_24,0_1_10,0_0_11,0_1_0,0_0_13,0_1_0,0_0_22,0_1_9,0_0_24,0_1_12,0_0_0,0_0_15,0_0_26,0_0_11,0_1_14,0_1_4,0_0_23,0_1_15,0_0_14,0_1_0,0_0_11,0_1_0,0_0_14,0_1_12,0_0_26,0_1_0,0_0_21,0_1_14,0_0_18,0_1_0,0_0_4,0_1_0,0_0_13,0_1_9,0_0_26,0_1_0,1_1_10,0_0_2,1_1_8,0_1_2,0_1_18,1_1_13,0_1_14,0_1_12,0_0_13,0_0_16,0_0_22,1_1_7,0_0_16,0_0_2,0_0_21,1_1_11,0_0_22,1_1_0,0_0_32,1_1_3,1_1_5,0_0_21,0_1_15,0_0_0,0_0_31,1_1_2,0_0_16,0_0_0,0_0_18,1_1_4,0_0_21,0_1_0,0_1_4,0_1_0,0_1_10,0_1_0,0_1_2,0_1_-1,0_1_-1,0_1_0,0_1_0,0_1_0,0_1_0,0_1_0,0_0_8,0_0_-1,0_0_-1,0_0_-1,0_0_17,0_0_-1,0_0_-1,0_0_22,0_0_8,0_0_13,0_0_13,0_0_16,1_1_17,1_1_1,0_1_19,1_1_21,0_0_20,0_0_18,0_0_43,1_1_8,1_1_0,0_0_20,0_1_7,0_1_0,0_0_18,0_1_1,0_1_1,0_0_20,0_1_10,0_1_12,0_0_16,0_1_9,0_1_0,0_0_11,0_1_6,0_1_3,0_0_15,0_1_1,0_1_7,0_0_20,0_1_8,0_1_12,0_0_11,0_1_0,0_1_0,0_0_19,0_1_0,0_1_0,0_0_7,0_1_0,0_0_0,0_0_14,0_1_0,0_1_0,0_0_9,0_1_4,0_1_5,0_-1_11,1_-1_5,1_-1_0,0_-1_15,1_-1_17,1_-1_5,0_-1_21,0_-1_18,0_-1_5,0_-1_8,1_-1_8,1_-1_9,0_-1_6,0_-1_1,0_-1_1,0_-1_23,1_-1_22,1_-1_0,0_-1_13,1_-1_0,1_-1_0,0_-1_21,1_-1_9,1_-1_8,0_-1_19,0_-1_12,1_-1_4,0_-1_15,0_-1_23,1_-1_0,0_0_17,0_0_25,1_1_22,1_1_18,0_0_8,0_1_9,0_1_12,0_0_9,0_1_8,0_1_6,0_0_10,0_0_6,0_1_5,0_0_15,0_0_0,0_0_16,0_0_0,0_0_0,0_0_3,0_0_14,0_0_4,0_0_9,0_0_21,0_0_21,0_0_7,0_0_12,0_0_6,0_0_7,0_0_0,0_0_0,0_0_0,0_0_21,0_0_31,0_0_28,0_0_6,0_0_9,0_0_7,0_0_0,0_0_1,0_0_0,0_0_3,0_0_13,0_0_9,0_0_10,0_0_14,0_0_3,0_0_10,0_0_0,0_0_3,0_0_21,0_0_38,0_0_19,0_0_19,0_0_1,0_0_4,0_0_28,0_0_3,0_0_6
